Date,Team,Opponent,Home / Away,Result,Score,Visitor Score,Overtime,Goals,Assists,Points,Shots,Shots on Goal,Ground Balls,Turnovers,Caused Turnovers,Defensive Goals,Defensive Assists,Defensive Points,Defensive Shots,Defensive Shots on Goal,Defensive Groundball's,Defensive  Turnovers,Defensive  Caused Turnovers,Goals Allowed,Saves,Defensive Goals Allowed,Defensive Saves
2023-02-10,UAlbany,Syracuse,Away,L,7,20,NA,7,3,10,42,22,25,11,7,20,9,29,43,29,34,11,4,20,9,7,15
2023-02-18,UAlbany,Cornell,Home,L,10,12,NA,10,5,15,46,21,28,14,9,12,3,15,39,17,38,19,8,12,5,10,11
2023-02-25,UAlbany,Drexel,Home,L,11,7,NA,11,3,14,36,19,25,18,9,7,5,12,31,13,18,23,6,7,6,11,8
2023-03-07,UAlbany,Massachusetts,Home,L,6,9,NA,6,3,9,38,21,31,16,12,9,4,13,34,19,32,18,5,9,10,6,15
2023-03-11,UAlbany,Maryland,Home,W,9,16,NA,9,2,11,41,22,41,12,7,16,11,27,45,26,42,13,6,16,10,9,13
2023-03-18,UAlbany,UMass Lowell,Home,L,15,7,NA,15,10,25,52,34,36,10,11,7,4,11,25,16,32,17,5,7,9,15,19
2023-03-25,UAlbany,Vermont,Away,L,7,14,NA,7,6,13,28,17,13,16,10,14,9,23,35,25,28,20,6,14,11,7,10
2023-04-01,UAlbany,UMBC,Home,L,12,6,NA,12,7,19,41,25,31,20,12,6,2,8,34,14,29,21,8,6,8,12,13
2023-04-08,UAlbany,Bryant,Away,W,16,20,NA,16,7,23,44,28,32,22,4,20,11,31,46,30,34,18,2,20,10,16,12
2023-04-15,UAlbany,NJIT,Home,L,13,7,NA,13,5,18,51,29,37,18,10,7,3,10,31,16,37,21,4,7,9,13,16
2023-04-21,UAlbany,Yale,Home,W,6,14,NA,6,2,8,45,22,34,20,10,14,5,19,36,25,41,17,10,14,11,6,16
2023-04-23,UAlbany,Merrimack,Home,W,13,11,NA,13,8,21,48,21,42,22,6,11,5,16,39,21,35,13,9,11,10,13,8
2023-04-26,UAlbany,Penn,Home,L,11,14,NA,11,6,17,34,21,36,13,9,14,7,21,36,23,38,23,7,14,9,11,10
2023-04-29,UAlbany,Binghamton,Away,W,14,15,NA,14,11,25,48,29,32,14,13,15,6,21,38,22,31,24,6,15,7,14,15
2023-05-04,UAlbany,Vermont,Away,W,10,4,NA,10,7,17,37,23,24,19,7,4,4,8,41,23,30,16,12,4,19,10,13
2023-05-06,UAlbany,"Bryant Burlington, Vt.",Away,W,11,12,2,11,8,19,46,23,31,15,8,12,6,18,42,22,41,16,10,12,10,11,12
2023-02-18,UMBC,Drexel,Away,W,12,7,NA,12,7,19,38,22,27,12,10,7,5,12,34,18,20,18,7,7,11,12,10
2023-02-24,UMBC,Mount St. Mary's,Home,L,16,6,NA,16,3,19,41,24,20,13,4,6,4,10,24,15,19,19,2,6,9,16,8
2023-03-01,UMBC,St. Bonaventure,Home,L,13,4,NA,13,5,18,47,31,30,12,9,4,2,6,25,12,23,21,2,4,8,13,18
2023-03-05,UMBC,Towson,Home,W,8,4,NA,8,1,9,46,23,33,22,9,4,2,6,24,12,31,26,12,4,8,8,15
2023-03-07,UMBC,Delaware,Away,W,11,17,NA,11,4,15,35,17,31,19,9,17,9,26,45,29,34,19,8,17,12,11,6
2023-03-11,UMBC,Mercer,Home,L,13,8,NA,13,7,20,39,24,17,13,11,8,5,13,31,18,32,23,5,8,10,13,11
2023-03-18,UMBC,Bryant,Away,W,13,17,NA,13,8,21,37,19,27,15,7,17,7,24,49,28,46,13,12,17,11,13,6
2023-03-25,UMBC,Merrimack,Home,L,15,5,NA,15,10,25,52,33,32,13,9,5,3,8,27,16,17,21,6,5,11,15,18
2023-04-01,UMBC,UAlbany,Away,L,6,12,NA,6,2,8,34,14,29,21,8,12,7,19,41,25,31,20,12,12,13,6,8
2023-04-08,UMBC,UMass Lowell,Home,L,15,8,NA,15,10,25,52,31,33,11,13,8,5,13,14,12,27,23,3,8,4,15,16
2023-04-15,UMBC,Binghamton,Home,L,13,16,NA,13,4,17,53,31,34,16,6,16,8,24,40,23,25,20,3,16,7,13,18
2023-04-22,UMBC,NJIT,Away,L,12,10,NA,12,6,18,36,26,28,12,9,10,4,14,43,21,16,20,6,10,11,12,14
2023-04-29,UMBC,Vermont,Home,W,7,11,NA,7,2,9,38,26,21,13,6,11,6,17,44,26,28,13,4,11,15,7,19
2023-02-11,UMass Lowell,Quinnipiac,Away,W,12,21,NA,12,5,17,29,21,19,10,6,21,16,37,44,29,28,13,4,21,8,12,9
2023-02-17,UMass Lowell,Massachusetts,Home,W,3,11,NA,3,1,4,17,12,20,21,6,11,5,16,40,29,25,13,11,11,18,3,9
2023-02-26,UMass Lowell,Siena,Away,W,12,16,NA,12,6,18,31,22,26,15,5,16,9,25,50,29,26,10,5,16,13,12,10
2023-03-03,UMass Lowell,LIU,Home,W,8,12,NA,8,6,14,29,19,27,20,4,12,5,17,42,25,26,17,10,12,13,8,11
2023-03-08,UMass Lowell,Jacksonville,Away,L,7,16,NA,7,1,8,30,18,30,22,2,16,7,23,42,33,34,13,16,16,17,7,11
2023-03-18,UMass Lowell,UAlbany,Away,L,7,15,NA,7,4,11,25,16,32,17,5,15,10,25,52,34,36,10,11,15,19,7,9
2023-03-25,UMass Lowell,Bryant,Home,W,4,20,NA,4,2,6,21,10,17,27,3,20,9,29,59,39,47,15,13,20,19,4,6
2023-04-01,UMass Lowell,Binghamton,Home,L,10,21,NA,10,5,15,38,23,25,15,8,21,13,34,49,32,29,17,5,21,11,10,13
2023-04-08,UMass Lowell,UMBC,Away,L,8,15,NA,8,5,13,14,12,27,23,3,15,10,25,52,31,33,11,13,15,16,8,4
2023-04-14,UMass Lowell,Merrimack,Home,L,10,13,NA,10,3,13,29,19,24,14,8,13,11,24,38,21,26,16,5,13,8,10,9
2023-04-18,UMass Lowell,Holy Cross,Away,L,9,13,NA,9,6,15,31,21,24,16,8,13,8,21,53,37,35,14,11,13,24,9,12
2023-04-22,UMass Lowell,Vermont,Away,L,3,21,NA,3,2,5,18,10,20,23,8,21,11,32,58,40,46,16,11,21,19,3,7
2023-04-29,UMass Lowell,NJIT,Home,L,10,11,1,10,4,14,40,23,26,14,6,11,2,13,44,21,30,20,9,11,10,10,13
2023-02-04,Utah,Denver,Away,L,4,12,NA,4,4,8,34,14,18,13,3,12,7,19,36,20,29,15,1,12,8,4,10
2023-02-11,Utah,Marquette,Home,W,18,16,NA,18,12,30,50,28,35,17,7,16,6,22,33,26,27,17,8,16,10,18,10
2023-02-18,Utah,Vermont,Home,L,13,14,1,13,7,20,44,24,23,10,7,14,9,23,48,34,32,15,4,14,20,13,11
2023-02-25,Utah,Johns Hopkins,Away,L,8,12,NA,8,6,14,45,23,25,12,8,12,9,21,33,26,37,13,9,12,14,8,15
2023-03-04,Utah,Rutgers,Away,W,14,18,NA,14,8,22,49,27,43,21,6,18,7,25,45,33,42,18,11,18,15,14,13
2023-03-18,Utah,Bellarmine,Home,L,15,8,NA,15,7,22,55,28,41,15,9,8,6,14,41,22,32,17,6,8,14,15,13
2023-03-25,Utah,Detroit Mercy,Away,L,24,11,NA,24,12,36,69,43,54,13,5,11,3,14,40,24,31,19,5,11,13,24,19
2023-03-29,Utah,Air Force,Away,L,18,11,NA,18,7,25,54,33,39,17,8,11,6,17,49,18,28,13,9,11,7,18,15
2023-03-31,Utah,Jacksonville,Home,W,18,15,NA,18,7,25,47,27,37,10,7,15,9,24,45,32,42,15,4,15,17,18,9
2023-04-08,Utah,Robert Morris,Away,L,26,16,NA,26,12,38,72,46,51,15,9,16,6,22,37,27,43,12,5,16,11,26,20
2023-04-12,Utah,Lindenwood,Home,L,22,8,NA,22,13,35,67,44,51,16,12,8,4,12,39,24,36,24,6,8,16,22,22
2023-04-15,Utah,Mercer,Home,W,22,12,NA,22,14,36,56,32,35,13,13,12,4,16,39,25,34,20,6,12,13,22,10
2023-04-22,Utah,Cleveland St.,Home,W,19,12,NA,19,12,31,61,35,40,11,10,12,5,17,40,22,23,17,2,12,10,19,16
2023-04-29,Utah,Queens (NC),Away,W,18,6,NA,18,9,27,65,39,41,14,12,6,4,10,31,19,28,18,8,6,13,18,21
2023-05-05,Utah,"Bellarmine Moon Township, Pa.",Away,L,17,14,NA,17,9,26,54,30,40,11,6,14,6,20,33,23,21,18,5,14,9,17,13
2023-05-07,Utah,"Air Force Moon Township, Pa.",Away,W,11,9,NA,11,3,14,42,22,33,20,10,9,4,13,44,18,23,19,9,9,9,11,11
2023-05-13,Utah,Notre Dame,Away,L,7,20,NA,7,2,9,37,24,27,12,9,20,11,31,49,29,40,14,9,20,9,7,17
2023-02-04,VMI,Detroit Mercy,Home,W,14,11,NA,14,10,24,53,29,36,18,14,11,7,18,36,21,21,20,15,11,10,14,15
2023-02-10,VMI,Queens (NC),Away,W,10,9,2,10,6,16,36,18,36,23,6,9,5,14,47,31,31,13,12,9,22,10,8
2023-02-17,VMI,High Point,Home,L,11,17,NA,11,9,20,23,21,24,18,5,17,11,28,51,31,36,13,13,17,14,11,10
2023-02-21,VMI,Hampton,Home,W,20,10,NA,20,9,29,46,28,35,24,11,10,4,14,24,21,38,27,13,10,11,20,8
2023-02-25,VMI,St. Bonaventure,Away,L,9,15,NA,9,5,14,36,23,24,16,11,15,10,25,40,24,32,20,9,15,9,9,14
2023-03-04,VMI,Bellarmine,Away,L,6,17,NA,6,1,7,33,18,20,19,5,17,9,26,50,30,31,11,10,17,13,6,12
2023-03-11,VMI,LIU,Away,W,13,14,NA,13,7,20,42,24,35,13,5,14,5,19,46,27,34,10,5,14,13,13,11
2023-03-18,VMI,Siena,Home,W,14,10,NA,14,6,20,44,24,31,21,12,10,6,16,38,23,28,14,13,10,13,14,10
2023-03-25,VMI,Sacred Heart,Away,L,4,16,NA,4,1,5,39,17,22,14,6,16,9,25,46,31,42,15,8,16,15,4,13
2023-03-29,VMI,Mount St. Mary's,Home,W,5,20,NA,5,2,7,29,10,17,20,6,20,11,31,53,39,47,16,9,20,19,5,5
2023-04-01,VMI,Canisius,Away,L,11,10,1,11,6,17,38,19,42,17,9,10,3,13,37,24,40,15,7,10,14,11,8
2023-04-08,VMI,Manhattan,Home,L,6,8,NA,6,3,9,28,15,22,19,3,8,4,12,42,25,29,8,8,8,17,6,9
2023-04-12,VMI,Wagner,Away,L,12,11,NA,12,6,18,47,34,28,11,5,11,3,14,34,21,22,11,6,11,10,12,22
2023-04-15,VMI,Quinnipiac,Home,L,13,14,NA,13,9,22,42,25,21,8,8,14,8,22,46,28,26,12,1,14,14,13,12
2023-04-22,VMI,Marist,Away,L,7,18,NA,7,3,10,47,24,41,17,9,18,8,26,45,33,37,17,6,18,15,7,17
2023-02-04,Vermont,Syracuse,Away,W,5,7,NA,5,2,7,35,18,29,21,8,7,5,12,44,23,27,18,11,7,16,5,13
2023-02-11,Vermont,Boston U.,Home,W,14,12,NA,14,13,27,33,26,34,21,8,12,5,17,48,28,38,16,12,12,16,14,12
2023-02-18,Vermont,Utah,Away,L,14,13,1,14,9,23,48,34,32,15,4,13,7,20,44,24,23,10,7,13,11,14,20
2023-02-26,Vermont,Brown,Home,L,12,22,NA,12,6,18,50,28,32,10,4,22,16,38,48,35,30,10,4,22,13,12,16
2023-03-03,Vermont,Harvard,Away,L,5,12,NA,5,3,8,33,18,40,23,5,12,8,20,45,24,41,13,10,12,12,5,13
2023-03-11,Vermont,Massachusetts,Home,W,4,12,NA,4,2,6,40,20,18,12,7,12,6,18,34,20,17,16,6,12,8,4,16
2023-03-18,Vermont,NJIT,Away,L,16,10,NA,16,13,29,51,29,29,15,9,10,5,15,27,20,22,20,9,10,10,16,13
2023-03-25,Vermont,UAlbany,Home,L,14,7,NA,14,9,23,35,25,28,20,6,7,6,13,28,17,13,16,10,7,10,14,11
2023-04-01,Vermont,Merrimack,Away,W,13,8,NA,13,8,21,33,20,31,27,20,8,5,13,35,16,21,22,25,8,8,13,7
2023-04-08,Vermont,Binghamton,Away,W,11,9,NA,11,4,15,44,31,36,16,5,9,3,12,37,20,22,15,5,9,11,11,20
2023-04-15,Vermont,Bryant,Home,W,13,12,NA,13,8,21,40,22,28,16,13,12,6,18,53,23,39,18,7,12,11,13,9
2023-04-22,Vermont,UMass Lowell,Home,L,21,3,NA,21,11,32,58,40,46,16,11,3,2,5,18,10,20,23,8,3,7,21,19
2023-04-29,Vermont,UMBC,Away,W,11,7,NA,11,6,17,44,26,28,13,4,7,2,9,38,26,21,13,6,7,19,11,15
2023-05-04,Vermont,UAlbany,Home,W,4,10,NA,4,4,8,41,23,30,16,12,10,7,17,37,23,24,19,7,10,13,4,19
2023-02-12,Villanova,Penn St.,Home,W,14,12,NA,14,8,22,42,26,33,13,14,12,8,20,45,30,39,24,7,12,18,14,12
2023-02-19,Villanova,Yale,Home,L,14,20,NA,14,7,21,53,32,38,16,11,20,12,32,51,30,30,12,6,20,10,14,18
2023-02-26,Villanova,Delaware,Away,L,13,12,NA,13,6,19,46,28,44,15,7,12,7,19,32,20,38,16,10,12,8,13,15
2023-03-04,Villanova,Hofstra,Away,W,15,8,NA,15,10,25,46,29,33,14,7,8,4,12,35,16,26,19,4,8,8,15,14
2023-03-08,Villanova,"Drexel Philadelphia, Pa.",Away,W,14,7,NA,14,6,20,43,27,32,14,12,7,1,8,25,19,34,24,6,7,12,14,13
2023-03-11,Villanova,Penn,Away,L,9,8,NA,9,4,13,48,30,30,14,10,8,6,14,26,19,21,15,3,8,11,9,21
2023-03-18,Villanova,Monmouth,Away,W,10,6,NA,10,8,18,38,19,32,16,11,6,5,11,30,19,30,15,9,6,13,10,9
2023-03-21,Villanova,Navy,Home,L,17,6,NA,17,13,30,44,26,28,17,8,6,2,8,35,18,28,19,9,6,12,17,9
2023-03-27,Villanova,Brown,Home,L,11,13,NA,11,8,19,48,33,33,14,11,13,7,20,37,21,31,26,5,13,8,11,22
2023-04-01,Villanova,St. John's (NY),Home,L,18,8,NA,18,10,28,65,38,40,16,12,8,6,14,27,18,28,23,4,8,10,18,20
2023-04-08,Villanova,Denver,Away,L,6,12,NA,6,2,8,41,18,25,15,4,12,7,19,33,17,34,18,4,12,5,6,12
2023-04-15,Villanova,Providence,Away,W,20,8,NA,20,13,33,45,35,38,14,4,8,6,14,34,22,31,16,5,8,14,20,15
2023-04-22,Villanova,Marquette,Home,W,16,15,1,16,6,22,51,27,38,12,9,15,6,21,25,21,23,15,5,15,6,16,11
2023-04-28,Villanova,Georgetown,Away,L,8,12,NA,8,4,12,34,15,29,21,8,12,5,17,38,24,38,18,12,12,12,8,7
2023-05-04,Villanova,"Denver Milwaukee, Wis.",Away,L,9,16,NA,9,5,14,29,17,20,17,5,16,8,24,34,22,29,17,5,16,6,9,8
2023-02-11,Virginia,Michigan,Home,W,17,13,NA,17,11,28,44,26,38,11,10,13,6,19,36,29,34,15,7,13,16,17,9
2023-02-18,Virginia,Harvard,Home,W,25,21,NA,25,17,42,47,34,45,17,5,21,16,37,49,34,39,13,11,21,13,25,9
2023-02-25,Virginia,"Ohio St. Naples, Fla.",Away,W,17,6,NA,17,12,29,45,29,31,12,12,6,5,11,33,14,30,23,7,6,8,17,12
2023-03-04,Virginia,Richmond,Home,L,25,8,NA,25,14,39,51,33,53,15,5,8,4,12,28,18,24,15,8,8,10,25,8
2023-03-07,Virginia,Johns Hopkins,Away,L,18,13,NA,18,12,30,47,29,42,15,5,13,8,21,31,22,22,14,6,13,9,18,11
2023-03-11,Virginia,Towson,Home,W,19,12,NA,19,14,33,60,39,46,10,13,12,8,20,43,22,40,20,5,12,10,19,20
2023-03-18,Virginia,Maryland,Home,L,13,14,1,13,9,22,47,28,39,16,8,14,6,20,48,29,37,13,8,14,15,13,15
2023-03-25,Virginia,Notre Dame,Away,L,15,10,NA,15,10,25,49,28,33,17,10,10,6,16,45,24,27,16,12,10,14,15,13
2023-03-31,Virginia,Duke,Home,L,14,16,NA,14,11,25,43,28,45,18,14,16,9,25,46,30,42,18,7,16,14,14,14
2023-04-07,Virginia,North Carolina,Away,L,19,12,NA,19,13,32,36,26,42,18,7,12,8,20,47,25,28,15,5,12,13,19,7
2023-04-15,Virginia,Duke,Away,W,14,15,NA,14,7,21,41,26,34,15,10,15,8,23,48,32,37,16,6,15,17,14,12
2023-04-22,Virginia,Syracuse,Home,W,19,12,NA,19,14,33,60,34,43,14,10,12,9,21,37,22,35,15,11,12,10,19,15
2023-04-25,Virginia,Lafayette,Away,L,20,11,NA,20,13,33,41,27,41,17,8,11,7,18,44,25,30,14,7,11,14,20,7
2023-04-30,Virginia,Notre Dame,Home,L,12,8,NA,12,10,22,48,24,40,18,7,8,5,13,41,27,40,12,11,8,19,12,12
2023-05-13,Virginia,Richmond,Home,L,17,8,NA,17,11,28,33,27,33,19,6,8,4,12,35,17,28,15,8,8,9,17,10
2023-05-20,Virginia,"Georgetown Albany, N.Y.",Away,L,17,14,NA,17,11,28,40,28,39,11,12,14,6,20,48,28,36,12,3,14,14,17,11
2023-05-27,Virginia,"Notre Dame Philadelphia, Pa.",Away,W,12,13,1,12,6,18,37,23,30,15,8,13,4,17,49,30,42,10,7,13,17,12,11
2023-02-18,Wagner,Fairfield,Home,W,7,14,NA,7,4,11,34,15,17,20,9,14,5,19,41,28,37,21,9,14,14,7,8
2023-02-21,Wagner,Army West Point,Away,L,6,20,NA,6,4,10,27,13,20,22,9,20,12,32,51,37,50,19,9,20,17,6,7
2023-02-25,Wagner,"Queens (NC) Towson, Md.",Away,W,13,9,NA,13,8,21,43,23,35,16,10,9,3,12,31,20,31,19,8,9,11,13,10
2023-02-28,Wagner,Monmouth,Home,L,4,9,NA,4,2,6,34,16,15,11,5,9,5,14,35,26,22,8,3,9,17,4,12
2023-03-04,Wagner,NJIT,Away,L,8,10,NA,8,2,10,41,20,15,19,4,10,6,16,39,29,34,17,9,10,19,8,12
2023-03-11,Wagner,Marist,Away,L,7,16,NA,7,1,8,39,18,26,16,4,16,9,25,42,27,34,17,9,16,11,7,11
2023-03-18,Wagner,Quinnipiac,Home,W,12,11,3,12,5,17,48,28,17,11,7,11,5,16,39,23,16,18,8,11,12,12,16
2023-03-25,Wagner,Mount St. Mary's,Home,W,7,10,NA,7,3,10,24,15,17,23,7,10,6,16,42,21,24,19,14,10,11,7,8
2023-03-29,Wagner,LIU,Away,L,6,13,NA,6,1,7,43,28,29,18,7,13,3,16,37,22,35,17,15,13,9,6,22
2023-04-01,Wagner,Siena,Away,L,6,13,NA,6,3,9,38,20,37,20,1,13,10,23,45,30,30,8,13,13,17,6,14
2023-04-08,Wagner,Sacred Heart,Home,W,9,13,NA,9,3,12,34,20,22,15,4,13,5,18,36,27,24,15,5,13,14,9,11
2023-04-12,Wagner,VMI,Home,L,11,12,NA,11,3,14,34,21,22,11,6,12,6,18,47,34,28,11,5,12,22,11,10
2023-04-15,Wagner,Canisius,Away,W,10,8,NA,10,3,13,48,24,29,17,7,8,8,16,32,18,24,19,6,8,10,10,14
2023-04-22,Wagner,Manhattan,Home,L,2,6,NA,2,1,3,24,10,11,14,4,6,2,8,44,22,14,13,5,6,16,2,8
2023-02-19,Yale,Villanova,Away,L,20,14,NA,20,12,32,51,30,30,12,6,14,7,21,53,32,38,16,11,14,18,20,10
2023-02-25,Yale,Penn St.,Home,L,11,13,NA,11,6,17,34,26,36,17,8,13,9,22,42,25,34,19,7,13,12,11,15
2023-03-03,Yale,Massachusetts,Away,W,18,9,NA,18,8,26,55,34,38,11,7,9,7,16,44,32,38,15,8,9,23,18,16
2023-03-11,Yale,Denver,Home,L,11,9,NA,11,6,17,39,22,22,15,9,9,4,13,35,22,23,19,6,9,13,11,11
2023-03-18,Yale,Cornell,Home,L,10,20,NA,10,1,11,47,31,32,14,14,20,11,31,40,31,34,20,11,20,11,10,21
2023-03-25,Yale,Princeton,Away,W,10,23,NA,10,7,17,43,24,37,22,5,23,13,36,66,36,38,15,13,23,13,10,14
2023-04-01,Yale,Penn,Away,W,16,17,NA,16,7,23,52,28,30,16,12,17,7,24,55,30,31,17,10,17,13,16,12
2023-04-04,Yale,Boston U.,Home,W,17,14,NA,17,12,29,50,27,38,19,8,14,9,23,48,27,35,18,11,14,13,17,10
2023-04-08,Yale,Dartmouth,Home,W,21,11,NA,21,15,36,58,36,38,17,9,11,5,16,38,23,19,19,6,11,12,21,15
2023-04-15,Yale,Brown,Home,W,16,10,NA,16,7,23,48,30,29,9,7,10,4,14,52,26,47,21,6,10,16,16,14
2023-04-21,Yale,UAlbany,Away,W,14,6,NA,14,5,19,36,25,41,17,10,6,2,8,45,22,34,20,10,6,16,14,11
2023-04-29,Yale,Harvard,Away,L,14,11,NA,14,7,21,35,25,41,24,6,11,3,14,41,27,44,19,13,11,16,14,11
2023-05-05,Yale,Cornell Robert K Kraft Field,Away,L,22,15,NA,22,13,35,55,29,37,18,5,15,9,24,47,34,37,8,14,15,19,22,7
2023-05-07,Yale,Princeton Robert K Kraft Field,Away,W,10,19,NA,10,6,16,55,28,32,10,5,19,14,33,51,32,38,10,8,19,13,10,18
2023-05-13,Yale,Georgetown,Away,W,17,19,NA,17,5,22,42,27,29,12,4,19,10,29,50,31,34,15,11,19,12,17,10
